Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,29.5753512000083,1,True,8,0
1,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,29.5753512000083,1,True,14,8
1,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,29.5753512000083,1,True,17,14
1,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,29.5753512000083,1,True,21,17
2,PrecueTime,10,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.70658890000777,3,True,31,21
2,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.70658890000777,3,True,36,31
2,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.70658890000777,3,True,38,36
2,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.70658890000777,3,True,42,38
3,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,3,2,blue_Square,red_Square,None,None,3,96.08812650002073,3,True,51,42
3,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,3,2,blue_Square,red_Square,None,None,3,96.08812650002073,3,True,57,51
3,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,3,2,blue_Square,red_Square,None,None,3,96.08812650002073,3,True,59,57
3,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,2,blue_Square,red_Square,None,None,3,96.08812650002073,3,True,63,59
4,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,130.8683949999977,3,True,72,63
4,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,130.8683949999977,3,True,78,72
4,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,130.8683949999977,3,True,80,78
4,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,130.8683949999977,3,True,84,80
5,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,164.4659904,1,True,92,84
5,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,164.4659904,1,True,98,92
5,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,164.4659904,1,True,101,98
5,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,164.4659904,1,True,105,101
6,PrecueTime,10,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,197.83032239999739,4,True,115,105
6,DelayTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,197.83032239999739,4,True,119,115
6,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,197.83032239999739,4,True,122,119
6,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,197.83032239999739,4,True,126,122
7,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,231.57785070000682,3,True,135,126
7,DelayTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,231.57785070000682,3,True,139,135
7,SwitchTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,231.57785070000682,3,True,143,139
7,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,231.57785070000682,3,True,147,143
8,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,265.30801070001326,1,True,157,147
8,DelayTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,265.30801070001326,1,True,161,157
8,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,265.30801070001326,1,True,164,161
8,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,265.30801070001326,1,True,168,164
9,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,299.1394896999991,1,True,176,168
9,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,299.1394896999991,1,True,181,176
9,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,299.1394896999991,1,True,185,181
9,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,299.1394896999991,1,True,189,185
10,PrecueTime,8,"quartetPart1, quartetPart2",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,333.51959860001807,3,True,197,189
10,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,333.51959860001807,3,True,202,197
10,SwitchTime,4,"quartetPart1, quartetPart2",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,333.51959860001807,3,True,206,202
10,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,333.51959860001807,3,True,210,206
